67 -15
60 -75
38 -82
29 -82
-5 -54
-3 -71
-11 -86
-68 -97
-66 -29
-44 -16
-51 -9
-40 3
-49 13
-37 26
-32 41
-28 41
-49 97
-7 57
-15 28
0 -22
6 -22
37 -9
49 -3
44 13
34 18
35 36
60 94
79 49
93 35
96 -15
67 -15
